ID,query,urls,affect,commas,dashes,differentiation,exclamations,hear,i,other_punctuation,periods,personal_concerns,power,relativity,semicolons,social,ambifeel_score,Class
57,0.054,0,0.03659447348767740,0.06870799103808810,0,0.014936519790888700,0,0.008215085884988800,0.006721433905899930,0.005227781926811050,0.07468259895444360,0.07094846900672140,0.08364451082897690,0.14339058999253200,0,0.1262135922330100,0.015046064103949000,0
58,0.135,0,0.02286401925391100,0.044524669073405500,0.01444043321299640,0.02045728038507820,0.0048134777376654600,0.0012033694344163700,0.0024067388688327300,0.01444043321299640,0.05415162454873650,0.06498194945848380,0.031287605294825500,0.14560770156438000,0,0.056558363417569200,0.02881093572861250,1
59,0.138,0,0.03125,0,0,0,0,0,0,0.03125,0,0.03125,0,0.125,0,0.0625,0,1
60,0.008,0,0.07142857142857140,0.09523809523809520,0.023809523809523800,0,0,0.023809523809523800,0,0,0.09523809523809520,0.047619047619047600,0.09523809523809520,0.09523809523809520,0,0.09523809523809520,0,1
61,0.152,0,0.09565217391304350,0.05652173913043480,0.02608695652173910,0.008695652173913040,0,0,0,0.004347826086956520,0.043478260869565200,0.06956521739130440,0.043478260869565200,0.14782608695652200,0,0.04782608695652170,0,1
62,0.214,0,0.03137789904502050,0.061391541609822600,0,0.013642564802182800,0,0.008185538881309690,0,0.01637107776261940,0.06275579809004090,0.10914051841746200,0.04911323328785810,0.15416098226466600,0,0.0504774897680764,0.00961105271061721,0
63,0.026,0,0.038350910834132300,0.06807286673058490,0,0.027804410354745900,0,0.011505273250239700,0.003835091083413230,0.005752636625119850,0.0488974113135187,0.10067114093959700,0.04410354745925220,0.11984659635666300,0,0.07957813998082450,0.025617518082357400,0
64,0.052,0,0.025693730729702000,0.08735868448098670,0,0.015416238437821200,0,0.03391572456320660,0.0010277492291880800,0.006166495375128470,0.047276464542651600,0.08221993833504630,0.022610483042137700,0.17882836587872600,0,0.12024665981500500,0.05145852764287780,0
65,0.015,0,0.00546448087431694,0.03278688524590160,0,0.00546448087431694,0,0,0,0.01092896174863390,0.06557377049180330,0.0546448087431694,0.0546448087431694,0.14754098360655700,0,0.08196721311475410,0,0
66,0.018,0,0.013888888888888900,0.044444444444444400,0,0.013888888888888900,0,0.002777777777777780,0,0.013888888888888900,0.030555555555555600,0.08055555555555560,0.025,0.17222222222222200,0,0.08888888888888890,0.012970505071467500,0
67,0.086,0,0.03098927294398090,0.07032181168057210,0,0.025029797377830800,0,0.015494636471990500,0.0011918951132300400,0.02264600715137070,0.07985697258641240,0.08224076281287250,0.05363528009535160,0.1907032181168060,0,0.058402860548271800,0.02442387566432940,0
68,0.055,0,0.03389830508474580,0.005649717514124290,0.005649717514124290,0.01694915254237290,0.01694915254237290,0.011299435028248600,0,0.011299435028248600,0.10734463276836200,0.05649717514124290,0.062146892655367200,0.10734463276836200,0,0.12429378531073400,0.0293140512018761,1
69,0.103,0,0.033950617283950600,0.06172839506172840,0,0.018518518518518500,0,0.018518518518518500,0.0030864197530864200,0.0030864197530864200,0.05555555555555560,0.13580246913580200,0.08024691358024690,0.11419753086419800,0,0.09567901234567900,0.03187837175085830,0
70,0.036,0,0.026845637583892600,0.050335570469798700,0,0.030201342281879200,0,0.006711409395973150,0.003355704697986580,0.030201342281879200,0.050335570469798700,0.10738255033557000,0.020134228187919500,0.087248322147651,0,0.12416107382550300,0,0
71,0.03,0,0.03301476976542140,0.046046915725456100,0,0.018245004344048700,0,0.011294526498696800,0.005212858384013900,0.007819287576020850,0.0738488271068636,0.0842745438748914,0.05994787141615990,0.1259774109470030,0,0.08514335360556040,0.042662438177219000,0
72,0.045,0,0.06060606060606060,0.04040404040404040,0,0.010101010101010100,0,0.020202020202020200,0.010101010101010100,0.010101010101010100,0.050505050505050500,0.0707070707070707,0.010101010101010100,0.13131313131313100,0,0.0707070707070707,0,0
73,0.036,0,0.0724450194049159,0.0724450194049159,0,0.02328589909443730,0,0.018111254851229000,0.018111254851229000,0.00258732212160414,0.062095730918499400,0.04915912031047870,0.02069857697283310,0.11384217335058200,0,0.11384217335058200,0.04651237907588950,0
74,0.374,0,0.05352480417754570,0.03655352480417760,0,0.02741514360313320,0.0013054830287206300,0.005221932114882510,0,0.005221932114882510,0.04699738903394260,0.0587467362924282,0.050913838120104400,0.1462140992167100,0,0.10966057441253300,0.02576775011466650,1
75,0.037,0,0.031668696711327600,0.031668696711327600,0,0.01705237515225340,0,0.0048721071863581,0,0.0097442143727162,0.04506699147381240,0.0730816077953715,0.04506699147381240,0.12911084043849000,0,0.05237515225334960,0.02038407896148480,0
76,0.099,0,0.03285420944558520,0.04722792607802880,0.004106776180698150,0.004106776180698150,0,0.01026694045174540,0,0.028747433264887100,0.024640657084188900,0.049281314168377800,0.049281314168377800,0.11909650924024600,0,0.08624229979466120,0.050718206024598300,1
77,0.028,0,0.034071550255536600,0.05792163543441230,0,0.013628620102214700,0,0.013628620102214700,0,0.004258943781942080,0.06388415672913120,0.10732538330494000,0.08517887563884160,0.151618398637138,0,0.09114139693356050,0.025454245992827900,0
78,0.023,0,0.046153846153846200,0.024615384615384600,0,0.018461538461538500,0,0.018461538461538500,0,0.04,0.046153846153846200,0.06769230769230770,0.06153846153846150,0.18769230769230800,0,0.09538461538461540,0.00954483087752789,0
79,0.018,0,0.04219409282700420,0.04430379746835440,0.008438818565400840,0.006329113924050630,0,0.004219409282700420,0,0.004219409282700420,0.04852320675105490,0.06751054852320680,0.04008438818565400,0.1371308016877640,0,0.10548523206751100,0.014113579027221600,1
80,0.009,0,0.045454545454545500,0.029545454545454500,0.0022727272727272700,0.022727272727272700,0,0.00909090909090909,0.006818181818181820,0.011363636363636400,0.025,0.075,0.03636363636363640,0.175,0,0.08863636363636360,0.008199997950000510,1
81,0.109,0,0.05063291139240510,0.0379746835443038,0,0.02531645569620250,0,0.06329113924050630,0,0.012658227848101300,0.06329113924050630,0.08860759493670890,0.012658227848101300,0.16455696202531600,0,0.12658227848101300,0,0
82,0.009,0,0.05374592833876220,0.048859934853420200,0,0.006514657980456030,0.0016286644951140100,0.011400651465798000,0,0.02768729641693810,0.04234527687296420,0.06188925081433230,0.09446254071661240,0.11237785016286600,0,0.0993485342019544,0.028127021629679600,0
83,0.002,0,0,0.03125,0,0,0,0,0,0.65625,0,0.0625,0,0,0,0,0,1
84,0.017,0,0.03121852970795570,0.06948640483383690,0,0.02014098690835850,0,0.011077542799597200,0.005035246727089630,0.00906344410876133,0.07452165156092650,0.04934541792547840,0.05337361530715010,0.10876132930513600,0,0.12789526686807700,0.018213261531052300,0
85,0.013,0,0.04012588512981900,0.06058221872541310,0,0.03383162863886700,0,0.01966955153422500,0.006294256490952010,0.004720692368214010,0.08261211644374510,0.03855232100708100,0.06766325727773410,0.15027537372147900,0,0.12037765538945700,0.010585503551265700,0
86,0.275,0.0070921985815602800,0.04728132387706860,0.03230890464933020,0.014972419227738400,0.02206461780929870,0,0.002364066193853430,0,0.005516154452324670,0.04412923561859730,0.04728132387706860,0.05673758865248230,0.10717100078802200,0,0.0425531914893617,0.029071229225856700,1
