@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute score_tag {P,N,NEU,NONE,P+,N+}
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute excited numeric
@attribute spam numeric
@attribute news numeric
@attribute feedback numeric
@attribute marketing numeric
@attribute query numeric
@attribute word_count numeric
@attribute words_per_sentence numeric
@attribute sentence_count numeric
@attribute six_plus_words numeric
@attribute emojis numeric
@attribute emoticons numeric
@attribute hashtags numeric
@attribute urls numeric
@attribute analytical_thinking numeric
@attribute authentic numeric
@attribute clout numeric
@attribute emotional_tone numeric
@attribute dictionary_words numeric
@attribute achievement numeric
@attribute adjectives numeric
@attribute adverbs numeric
@attribute affect numeric
@attribute affiliation numeric
@attribute all_punctuation numeric
@attribute anger_words numeric
@attribute anxiety_words numeric
@attribute apostrophes numeric
@attribute articles numeric
@attribute assent numeric
@attribute auxiliary_verbs numeric
@attribute biological_processes numeric
@attribute body numeric
@attribute causation numeric
@attribute certainty numeric
@attribute cognitive_processes numeric
@attribute colons numeric
@attribute commas numeric
@attribute comparisons numeric
@attribute conjunctions numeric
@attribute dashes numeric
@attribute death numeric
@attribute differentiation numeric
@attribute discrepancies numeric
@attribute drives numeric
@attribute exclamations numeric
@attribute family numeric
@attribute feel numeric
@attribute female numeric
@attribute filler_words numeric
@attribute focus_future numeric
@attribute focus_past numeric
@attribute focus_present numeric
@attribute friends numeric
@attribute function_words numeric
@attribute health numeric
@attribute hear numeric
@attribute home numeric
@attribute i numeric
@attribute impersonal_pronouns numeric
@attribute informal_language numeric
@attribute ingestion numeric
@attribute insight numeric
@attribute interrogatives numeric
@attribute leisure numeric
@attribute male numeric
@attribute money numeric
@attribute motion numeric
@attribute negations numeric
@attribute negative_emotion_words numeric
@attribute netspeak numeric
@attribute nonfluencies numeric
@attribute numbers numeric
@attribute other_grammar numeric
@attribute other_punctuation numeric
@attribute parentheses numeric
@attribute perceptual_processes numeric
@attribute periods numeric
@attribute personal_concerns numeric
@attribute personal_pronouns numeric
@attribute positive_emotion_words numeric
@attribute power numeric
@attribute prepositions numeric
@attribute pronouns numeric
@attribute quantifiers numeric
@attribute question_marks numeric
@attribute quotes numeric
@attribute relativity numeric
@attribute religion numeric
@attribute reward numeric
@attribute risk numeric
@attribute sad_words numeric
@attribute see numeric
@attribute semicolons numeric
@attribute sexual numeric
@attribute she_he numeric
@attribute social numeric
@attribute space numeric
@attribute swear_words numeric
@attribute tentative numeric
@attribute they numeric
@attribute time numeric
@attribute time_orientation numeric
@attribute verbs numeric
@attribute we numeric
@attribute work numeric
@attribute you numeric
@attribute admiration_count numeric
@attribute amusement_count numeric
@attribute anger_count numeric
@attribute boredom_count numeric
@attribute calmness_count numeric
@attribute curiosity_count numeric
@attribute desire_count numeric
@attribute disgust_count numeric
@attribute excitement_count numeric
@attribute fear_count numeric
@attribute gratitude_count numeric
@attribute joy_count numeric
@attribute love_count numeric
@attribute pain_count numeric
@attribute sadness_count numeric
@attribute surprise_count numeric
@attribute goodfeel_count numeric
@attribute ambifeel_count numeric
@attribute badfeel_count numeric
@attribute emotionality_count numeric
@attribute sentiment_count numeric
@attribute admiration_score numeric
@attribute amusement_score numeric
@attribute anger_score numeric
@attribute boredom_score numeric
@attribute calmness_score numeric
@attribute curiosity_score numeric
@attribute desire_score numeric
@attribute disgust_score numeric
@attribute excitement_score numeric
@attribute fear_score numeric
@attribute gratitude_score numeric
@attribute joy_score numeric
@attribute love_score numeric
@attribute pain_score numeric
@attribute sadness_score numeric
@attribute surprise_score numeric
@attribute goodfeel_score numeric
@attribute ambifeel_score numeric
@attribute badfeel_score numeric
@attribute emotionality_score numeric
@attribute sentiment_score numeric
@attribute non_emotion_score numeric
@attribute emotion_word_count numeric
@attribute Class {0,1}

@data
11,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.155348,0.225764,0.053375,0.157367,0.08775,0.320396,0.047,0.641,0.068,0.181,0.063,1502,21.768116,69,0.382157,0,0,0,0,96.236634,22.387578,76.798693,24.70972,0.744341,0.021305,0.047936,0.021971,0.025965,0.031292,0.175766,0.005992,0.001332,0.027963,0.078562,0,0.052597,0.001997,0.001332,0.009321,0.005326,0.044607,0.005326,0.045273,0.024634,0.045273,0,0,0.016644,0.001997,0.105193,0,0.000666,0.002663,0.001997,0,0.00466,0.024634,0.005992,0.005992,0.396138,0.000666,0.007989,0.003329,0,0.04727,0.002663,0.000666,0.009987,0.008655,0.009321,0.003329,0.01265,0.01731,0.006658,0.013316,0.001997,0.000666,0.021971,0.195739,0.009987,0.002663,0.011984,0.04727,0.115846,0.01731,0.01265,0.05526,0.152463,0.064581,0.025965,0,0.037284,0.142477,0.000666,0.007324,0.007324,0.005326,0.001332,0,0,0.002663,0.091877,0.079228,0,0.008655,0.009987,0.043276,0.091877,0.094541,0.001997,0.099201,0.002663,13,0,67,5,2,0,27,7,1.83,28.525,34,13,26,6,13,0,83.15,27,148.525,224.675,83.15,0.259231,0,0.643313,0.118629,0.051088,0,0.420899,0.158556,0.046949,0.434347,0.477875,0.259231,0.411729,0.139055,0.573734,0,0.05001,0.016239,0.089329,0.135129,-0.713367,0.864871,64,0
12,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.13006,0.199084,0.111385,0.242817,0.189353,0.230385,0.033,0.72,0.122,0.063,0.063,520,19.259259,27,0.338462,0,0,0,0,96.47202,5.04416,71.15641,12.902669,0.805769,0.003846,0.038462,0.025,0.067308,0.019231,0.180769,0.021154,0.005769,0.013462,0.111538,0,0.069231,0.007692,0,0.023077,0.007692,0.078846,0,0.042308,0.023077,0.040385,0,0.001923,0.021154,0.011538,0.048077,0.005769,0,0.003846,0.034615,0,0.005769,0.046154,0,0,0.434615,0,0.003846,0.019231,0.003846,0.048077,0.007692,0.003846,0.015385,0.013462,0.026923,0.001923,0.009615,0.009615,0.007692,0.038462,0.007692,0,0.030769,0.25,0.021154,0.007692,0.026923,0.046154,0.101923,0.013462,0.028846,0.011538,0.136538,0.061538,0.034615,0.001923,0.042308,0.086538,0.021154,0.009615,0.003846,0.007692,0.017308,0,0.003846,0.003846,0.088462,0.046154,0,0.005769,0.005769,0.030769,0.113462,0.138462,0,0.023077,0,19.855,30.56,74.5,0,0,0,3,60.9,4.83,56,2,0,0,0,19.855,0,62.295,9.5,185.15,256.945,62.295,0.460749,0.568052,0.762243,0,0,0,0.114338,0.723812,0.172083,0.706733,0.079246,0,0,0,0.667973,0,0.085931,0.013104,0.255399,0.354434,-0.88203,0.645566,52,0
13,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.080656,0.260296,0.097083,0.204486,0.184204,0.173275,0.032,0.804,0.112,0.015,0.036,455,30.333333,15,0.395604,0,0,0,0,98.14329,43.373333,56.992967,6.327584,0.718681,0.013187,0.021978,0.041758,0.035165,0.006593,0.158242,0.015385,0.002198,0,0.127473,0,0.048352,0.006593,0,0.01978,0.008791,0.09011,0.002198,0.072527,0.013187,0.043956,0.013187,0.010989,0.01978,0.002198,0.063736,0,0,0.002198,0,0,0.006593,0.050549,0.002198,0.002198,0.41978,0.004396,0.004396,0,0,0.035165,0.002198,0.002198,0.026374,0.008791,0,0,0.006593,0.010989,0.002198,0.026374,0.002198,0,0.026374,0.151648,0.002198,0.002198,0.010989,0.043956,0.052747,0.006593,0.008791,0.043956,0.134066,0.041758,0.017582,0,0.021978,0.156044,0.002198,0.004396,0.004396,0.004396,0.004396,0,0,0,0.035165,0.09011,0,0.021978,0.002198,0.057143,0.087912,0.079121,0.002198,0.032967,0.002198,0,0,144.375,0,0,1,0,11,11,131.5,8.25,17,12,0,0,0,33.25,3,185.875,215.625,33.25,0,0,0.892882,0,0,0.054584,0,0.388411,0.388411,0.883615,0.322637,0.495331,0.40927,0,0.863961,0,0.052977,0.00478,0.296156,0.343557,-0.925716,0.656443,43,1
14,N,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.094003,0.304145,0.065423,0.1893,0.137467,0.209662,0.005,0.951,0.026,0.008,0.009,262,26.2,10,0.396947,0,0,0,0,93.948787,20.382103,63.442748,32.315703,0.71374,0.007634,0.038168,0.026718,0.01145,0.007634,0.133588,0,0.003817,0.034351,0.083969,0,0.076336,0,0,0.022901,0.01145,0.114504,0,0.034351,0.01145,0.038168,0,0,0.019084,0.003817,0.110687,0,0,0,0.003817,0,0.003817,0.041985,0,0,0.416031,0,0.003817,0,0,0.045802,0,0,0.038168,0.003817,0,0,0.003817,0.019084,0.015267,0.003817,0,0,0.003817,0.19084,0.003817,0.003817,0.015267,0.034351,0.034351,0.022901,0.007634,0.091603,0.148855,0.068702,0.01145,0,0.022901,0.110687,0,0.003817,0.003817,0,0.01145,0,0,0.003817,0.068702,0.057252,0,0.022901,0.019084,0.034351,0.118321,0.133588,0,0.034351,0,3,0,1,1,5,3,0,7,2.83,8,0,0,0,0,3,0,10.83,3,18,30.83,10.83,0.175007,0,0.066041,0.066041,0.261204,0.175007,0,0.331092,0.166744,0.361302,0,0,0,0,0.123899,0,0.038981,0.010798,0.064788,0.110967,-0.417589,0.889033,15,1
15,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.13189,0.178091,0.138457,0.188688,0.18369,0.179184,0.147,0.566,0.236,0.031,0.021,1129,13.282353,85,0.288751,0,0,0,0,93.018335,22.091831,79.00064,75.144043,0.786537,0.021258,0.055802,0.043401,0.037201,0.025686,0.199291,0.000886,0.002657,0.014172,0.080602,0,0.051373,0.007086,0.001771,0.015943,0.007086,0.078831,0.001771,0.073516,0.043401,0.053144,0,0,0.019486,0.004429,0.067316,0,0.003543,0.001771,0.001771,0,0.007972,0.051373,0.001771,0.001771,0.462356,0.005314,0.015058,0.002657,0.001771,0.040744,0.000886,0,0.018601,0.015943,0.027458,0.031001,0.007972,0.019486,0.003543,0.005314,0,0.000886,0.026572,0.23295,0.0062,0.000886,0.025686,0.074402,0.05403,0.053144,0.031887,0.020372,0.16209,0.093888,0.022143,0.000886,0.027458,0.158547,0,0.0124,0.000886,0.000886,0.008857,0,0,0.030115,0.10186,0.075288,0,0.019486,0.017715,0.063773,0.133747,0.120461,0.000886,0.026572,0.002657,68.7,0,14,0,35.975,5,22,2,18,18.75,7,30.5,35.180625,0,68.7,1,160.980625,27,32.75,217.730625,160.980625,0.624937,0,0.253481,0,0.465961,0.108152,0.34793,0.046263,0.303895,0.312599,0.145135,0.425199,0.460409,0,0.195194,0.023679,0.125596,0.021065,0.025551,0.169872,0.814756,0.830128,65,0
16,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.192752,0.231795,0.048587,0.169729,0.162005,0.195131,0.028,0.608,0.12,0.191,0.052,1261,19.4,65,0.33069,0,0,0,0,92.410137,19.227436,73.449564,14.76112,0.817605,0.013481,0.045995,0.030135,0.031721,0.003965,0.153053,0.006344,0.004758,0.013481,0.080888,0,0.063442,0.003965,0.001586,0.017446,0.006344,0.082474,0.000793,0.047581,0.027756,0.053925,0,0,0.018239,0.011102,0.091197,0,0,0.001586,0.000793,0,0.005551,0.074544,0.000793,0.000793,0.433783,0.002379,0.011102,0.001586,0.003965,0.048374,0.001586,0,0.019033,0.015067,0,0.043616,0.056305,0.016653,0.009516,0.019826,0.001586,0,0.032514,0.21253,0.009516,0,0.014274,0.073751,0.105472,0.029342,0.011895,0.067407,0.145123,0.077716,0.01586,0,0.00793,0.149088,0,0.008723,0.005551,0.002379,0.001586,0,0,0.021412,0.09437,0.067407,0,0.015067,0.003965,0.070579,0.108644,0.108644,0,0.086439,0,56.5,0,97.2,0,0,5.75,9,63.25,7,55.925,21,9,37.2,0,56.5,0,95.95,22.75,201.925,317.9,95.95,0.610444,0,0.729426,0,0,0.137542,0.199754,0.636923,0.162581,0.608009,0.368063,0.199754,0.507812,0,0.345106,0,0.064014,0.015178,0.134715,0.212089,-0.806077,0.787911,80,0
17,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.18358,0.168309,0.094218,0.142627,0.206864,0.204402,0.073,0.652,0.241,0.02,0.015,446,27.875,16,0.372197,0,0,0,0,91.42665,37.310469,88.687737,22.299769,0.802691,0.017937,0.029148,0.038117,0.024664,0.058296,0.172646,0.004484,0.004484,0.015695,0.071749,0,0.05157,0.013453,0.002242,0.006726,0.017937,0.071749,0,0.049327,0.013453,0.047085,0.011211,0.002242,0.015695,0.006726,0.107623,0.002242,0.020179,0.002242,0.022422,0,0.006726,0.06278,0.002242,0.002242,0.450673,0.006726,0.017937,0.008969,0.006726,0.035874,0,0.004484,0.013453,0.006726,0.015695,0.002242,0.004484,0.015695,0.015695,0.013453,0,0,0.026906,0.206278,0.006726,0,0.022422,0.044843,0.060538,0.060538,0.011211,0.026906,0.159193,0.096413,0.015695,0.002242,0.040359,0.174888,0.002242,0.011211,0.004484,0.004484,0.002242,0,0,0.013453,0.139013,0.098655,0,0.013453,0.020179,0.06278,0.121076,0.125561,0.017937,0.035874,0.002242,3,0,46,0,2,0,17,9,0.73,25,3,1,5,0,3,0,14.73,19.8,90,110.53,14.73,0.143619,0,0.720004,0,0.10056,0,0.487266,0.334715,0.039208,0.582906,0.143619,0.052942,0.21845,0,0.456086,0,0.02819,0.037893,0.172239,0.211529,-0.856128,0.788471,34,1
18,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.079988,0.352513,0.023402,0.187973,0.082403,0.273721,0.038,0.832,0.055,0.071,0.005,1383,30.733333,45,0.269704,0,0.000723,0,0,97.434057,37.499612,57.461427,28.176886,0.707881,0.0094,0.034707,0.022415,0.021692,0.012292,0.21692,0.000723,0.000723,0.010123,0.081706,0,0.047722,0.005061,0.001446,0.008677,0.014461,0.055676,0.031815,0.02603,0.021692,0.03543,0.001446,0,0.015184,0.007231,0.061461,0.007231,0.000723,0.002169,0,0,0.007954,0.023138,0.001446,0.001446,0.365148,0.002892,0.000723,0.000723,0.007954,0.020246,0.003615,0.000723,0.0094,0.004338,0.002169,0.002169,0.041938,0.020246,0.003615,0.010123,0.002169,0,0.086045,0.220535,0.033984,0.038322,0.010846,0.062907,0.062907,0.02603,0.011569,0.031092,0.138106,0.046276,0.015184,0,0.005061,0.166305,0.000723,0.010123,0.005061,0.004338,0.005785,0,0,0.000723,0.033984,0.08966,0,0.010846,0.005785,0.059291,0.08966,0.08243,0.011569,0.032538,0,20.46,10,64.88,0,19,47.19,1,31.46,17.215,29.83,29.075,4,1,18.56,20.46,4,110.12,52.19,130.19,279.77,110.12,0.40547,0.25,0.683811,0,0.387755,0.611349,0.032258,0.511878,0.364609,0.498579,0.492171,0.117647,0.032258,0.382208,0.441445,0.117647,0.07015,0.033247,0.082936,0.178224,-0.486154,0.821776,93,1
19,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.11643,0.339741,0.05156,0.163611,0.114317,0.21434,0.014,0.938,0.026,0.014,0.008,325,17.105263,19,0.230769,0,0,0,0,62.17094,11.66716,85.93007,66.532967,0.855385,0.006154,0.076923,0.052308,0.046154,0.030769,0.190769,0.003077,0,0.030769,0.08,0,0.083077,0.003077,0,0.030769,0.021538,0.092308,0,0.055385,0.027692,0.055385,0,0,0.018462,0.006154,0.095385,0,0,0.015385,0,0,0.015385,0.064615,0,0,0.504615,0,0.012308,0,0.018462,0.064615,0.003077,0.003077,0.012308,0.024615,0.009231,0.027692,0.006154,0.015385,0.015385,0.012308,0.003077,0,0.009231,0.310769,0.006154,0,0.058462,0.055385,0.061538,0.089231,0.033846,0.052308,0.113846,0.153846,0.018462,0,0.043077,0.123077,0,0.009231,0,0,0.030769,0,0,0.027692,0.126154,0.058462,0,0.009231,0.009231,0.049231,0.184615,0.181538,0.021538,0.046154,0.012308,30.2,0,18.725,2,13.4,2,4,3,1,9.725,10,2,17,0,30.2,4,62.6,8,35.725,104.325,62.6,0.607724,0,0.489945,0.093051,0.407374,0.093051,0.170259,0.133371,0.048796,0.332836,0.339057,0.093051,0.465835,0,0.235353,0.170259,0.155983,0.019934,0.089018,0.259951,0.660984,0.740049,28,0
20,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.07177,0.396143,0.045799,0.182822,0.199315,0.104151,0.017,0.879,0.085,0.008,0.012,384,27.428571,14,0.304688,0,0,0,0,93.964964,15.237103,74.259409,69.924107,0.773438,0.020833,0.057292,0.033854,0.049479,0.013021,0.117188,0.005208,0,0.013021,0.09375,0,0.049479,0.026042,0.020833,0.010417,0.018229,0.091146,0.002604,0.057292,0.023438,0.057292,0.005208,0,0.026042,0.015625,0.070313,0.005208,0,0.005208,0,0.002604,0.002604,0.036458,0,0,0.450521,0.005208,0.010417,0.005208,0,0.033854,0.005208,0,0.018229,0.013021,0.020833,0.046875,0.007813,0.018229,0.005208,0.013021,0.002604,0,0.020833,0.205729,0,0.002604,0.03125,0.028646,0.057292,0.052083,0.036458,0.041667,0.145833,0.085938,0.015625,0.002604,0,0.164063,0.002604,0.010417,0.002604,0.002604,0.015625,0,0.010417,0.044271,0.09375,0.070313,0,0.018229,0.005208,0.075521,0.09375,0.109375,0,0.023438,0.002604,25.71,0,21,0,10.5,1,9,10,6.46,12,1,5.73,6.625,0,25.71,0,62.275,12,40,114.275,62.275,0.605751,0,0.556539,0,0.385559,0.056391,0.349743,0.374067,0.27853,0.417635,0.056391,0.255084,0.283626,0,0.294945,0,0.1353,0.026071,0.086905,0.248275,0.653089,0.751725,38,1
21,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.180819,0.144107,0.053199,0.250946,0.146916,0.224012,0.126,0.325,0.165,0.279,0.105,288,19.2,15,0.347222,0,0,0,0,94.727072,6.285982,69.886905,25.774194,0.673611,0.010417,0.013889,0.017361,0.006944,0.010417,0.170139,0.003472,0,0.010417,0.090278,0,0.065972,0.013889,0,0.020833,0.003472,0.069444,0.006944,0.0625,0.003472,0.041667,0,0.003472,0.017361,0.006944,0.045139,0.003472,0,0,0.010417,0,0.013889,0.03125,0,0,0.385417,0,0.003472,0.013889,0,0.048611,0.006944,0,0.010417,0.013889,0.027778,0.013889,0.003472,0.020833,0.003472,0.003472,0.006944,0,0.03125,0.170139,0.013889,0,0.013889,0.045139,0.079861,0.013889,0.003472,0.024306,0.118056,0.0625,0.013889,0,0.027778,0.111111,0,0.003472,0,0,0.010417,0,0.013889,0.013889,0.072917,0.052083,0,0.010417,0,0.041667,0.097222,0.097222,0,0.045139,0,0,0,30,0,3,7,0,30,0.73,24,0,1,1,0,0,0,5.73,7,64,76.73,5.73,0,0,0.633975,0,0.147634,0.287823,0,0.633975,0.040442,0.580825,0,0.054584,0.054584,0,0.257284,0,0.016526,0.020189,0.184582,0.221296,-0.82632,0.778704,18,0
22,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.214787,0.260293,0.0414,0.146223,0.136715,0.200582,0.095,0.483,0.282,0.046,0.095,211,17.583333,12,0.180095,0,0,0,0,17.334757,20.767334,89.956743,1,0.843602,0.009479,0.028436,0.047393,0.056872,0.042654,0.255924,0.028436,0.014218,0.047393,0.033175,0,0.127962,0.004739,0,0.014218,0.009479,0.113744,0,0.099526,0.004739,0.080569,0,0.009479,0.033175,0.033175,0.109005,0,0,0,0,0,0.014218,0.042654,0,0,0.549763,0.004739,0.009479,0,0.009479,0.104265,0.004739,0,0.028436,0.033175,0.009479,0.028436,0,0.023697,0.018957,0.047393,0.004739,0,0.004739,0.308057,0.014218,0,0.014218,0.052133,0.028436,0.099526,0.009479,0.047393,0.104265,0.203791,0.009479,0,0.042654,0.146919,0,0.009479,0,0,0.004739,0,0,0.023697,0.127962,0.080569,0,0.033175,0.004739,0.042654,0.236967,0.236967,0.037915,0.009479,0.023697,0,0,39,0,6,1,0,14,3,54,2,8,1,0,0,2,18,2,89,105,18,0,0,0.715702,0,0.279175,0.060636,0,0.474706,0.162233,0.777069,0.114338,0.340542,0.060636,0,0,0.114338,0.0625,0.006944,0.309028,0.364583,-0.866335,0.635417,28,0
23,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.04979,0.39534,0.110524,0.183459,0.155621,0.105264,0.017,0.859,0.086,0.027,0.01,503,22.863636,22,0.270378,0,0,0,0,71.679845,4.379853,80.909764,19.810912,0.817097,0.007952,0.029821,0.031809,0.035785,0.04175,0.182903,0.005964,0,0.027833,0.065606,0.001988,0.087475,0.019881,0.007952,0.015905,0.007952,0.077535,0.001988,0.039761,0.00994,0.045726,0.013917,0,0.021869,0.011928,0.105368,0,0.013917,0.003976,0.043738,0,0.00994,0.075547,0.003976,0.003976,0.487078,0.011928,0.007952,0.021869,0.019881,0.059642,0.003976,0,0.017893,0.007952,0.005964,0.005964,0.013917,0.007952,0.017893,0.019881,0.003976,0,0.011928,0.210736,0.015905,0,0.025845,0.043738,0.067594,0.081511,0.015905,0.045726,0.129225,0.141153,0.007952,0,0.039761,0.097416,0,0.00994,0.001988,0,0.013917,0,0,0.037773,0.125249,0.049702,0,0.017893,0.001988,0.037773,0.15507,0.159046,0.011928,0.035785,0.00994,18,0,67.5,1.625,6.5,0,5,31,2.83,25,1,1,13,0,18,1,35.33,6,105.125,139.83,35.33,0.461821,0,0.762917,0.071899,0.236569,0,0.192484,0.596427,0.118877,0.54376,0.045504,0.045504,0.382621,0,0.250213,0.045504,0.0589,0.010003,0.175258,0.233116,-0.824733,0.766884,43,1
24,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.056604,0.279022,0.015708,0.315871,0.214321,0.118475,0.019,0.869,0.094,0.006,0.012,822,21.631579,38,0.311436,0,0,0,0,97.841009,26.062693,68.230448,8.391766,0.839416,0.010949,0.026764,0.029197,0.03163,0.008516,0.141119,0,0.004866,0.007299,0.093674,0,0.060827,0.060827,0.004866,0.020681,0.001217,0.074209,0.00365,0.052311,0.012165,0.041363,0,0,0.014599,0.014599,0.076642,0.002433,0.004866,0.002433,0.025547,0,0.007299,0.045012,0,0,0.444039,0.054745,0.009732,0,0.010949,0.036496,0.00365,0.008516,0.010949,0.014599,0,0,0.00365,0.019465,0.007299,0.023114,0.00365,0,0.030414,0.198297,0,0,0.015815,0.049878,0.046229,0.018248,0.008516,0.046229,0.173966,0.054745,0.021898,0.001217,0.024331,0.150852,0,0.010949,0.009732,0.004866,0.002433,0,0.024331,0.001217,0.079075,0.091241,0,0.018248,0.004866,0.041363,0.105839,0.109489,0,0.043796,0.001217,9,0,43.73,2.73,4,0,9.73,20,4,87.085,9.73,2,9,0,9,4,36.73,13.73,141.545,179.275,36.73,0.246116,0,0.61334,0.090105,0.12671,0,0.260871,0.42045,0.12671,0.759552,0.260871,0.06764,0.246116,0,0.596356,0.12671,0.038693,0.014464,0.149109,0.188855,-0.843184,0.811145,52,0
25,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.141958,0.248131,0.04899,0.201863,0.089724,0.269335,0.01,0.925,0.034,0.024,0.007,772,30.88,25,0.352332,0,0,0,0,96.461618,25.069419,68.402665,5.980714,0.823834,0.01943,0.066062,0.020725,0.067358,0.03886,0.101036,0.031088,0.003886,0.003886,0.108808,0.001295,0.053109,0.007772,0,0.011658,0.005181,0.07513,0,0.051813,0.01943,0.050518,0.002591,0.006477,0.036269,0.010363,0.107513,0,0.001295,0,0.001295,0,0.020725,0.029793,0,0,0.465026,0.007772,0,0,0,0.042746,0.001295,0,0.006477,0.012953,0.001295,0.001295,0,0.023316,0.011658,0.042746,0,0,0.022021,0.212435,0,0,0.001295,0.032383,0.050518,0.037565,0.024611,0.03886,0.151554,0.080311,0.011658,0,0.010363,0.138601,0.001295,0.009067,0.012953,0.005181,0.001295,0,0,0.001295,0.07772,0.063472,0,0.018135,0.018135,0.054404,0.112694,0.103627,0.018135,0.041451,0,19,0,110.875,1,24,1,10,28,2.83,108.125,23.625,8.3,27,0,19,0,100.755,15,165.125,278.88,100.755,0.459373,0,0.832172,0.042807,0.51768,0.042807,0.309017,0.555989,0.112343,0.828635,0.513747,0.270705,0.546994,0,0.546994,0,0.103991,0.015482,0.170429,0.287838,-0.802805,0.712162,82,1
26,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.171216,0.294123,0.048576,0.145573,0.103423,0.237089,0.04,0.855,0.065,0.03,0.01,507,21.125,24,0.325444,0,0,0,0,95.459125,3.948268,90.000869,47.668639,0.816568,0.013807,0.025641,0.011834,0.067061,0.063116,0.149901,0.017751,0.003945,0.011834,0.130178,0,0.067061,0.005917,0.005917,0.00789,0.011834,0.04142,0,0.043393,0.005917,0.037475,0,0.003945,0.009862,0.003945,0.130178,0,0.00789,0.005917,0,0,0.021696,0.023669,0.003945,0.003945,0.477318,0,0.00789,0.001972,0,0.061144,0.003945,0,0.005917,0.013807,0.021696,0.011834,0.013807,0.011834,0.00789,0.027613,0.003945,0,0,0.163708,0.009862,0.005917,0.015779,0.047337,0.120316,0.045365,0.039448,0.047337,0.128205,0.106509,0.015779,0,0.031558,0.098619,0.04931,0.013807,0.001972,0.003945,0.001972,0,0,0.005917,0.110454,0.065089,0,0.00789,0.003945,0.023669,0.114398,0.108481,0.027613,0.04142,0.00789,18,0,68,0,9,0,10,6,4,35,19,33.9,43,0,18,0,95.9,12,107,213.9,95.9,0.451027,0,0.756321,0,0.291178,0,0.313392,0.214985,0.154387,0.615018,0.464447,0.60743,0.662467,0,0.372398,0,0.14273,0.01786,0.15925,0.318351,-0.41742,0.681649,49,0
27,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.05996,0.319318,0.110398,0.209245,0.164174,0.136904,0.032,0.874,0.061,0.017,0.017,469,29.3125,16,0.287846,0,0,0,0,78.701466,20.201256,71.0457,58.033787,0.797441,0.014925,0.053305,0.057569,0.046908,0.006397,0.149254,0.010661,0.006397,0.029851,0.057569,0.002132,0.08742,0.010661,0.004264,0.012793,0.008529,0.095949,0,0.057569,0.027719,0.063966,0.004264,0,0.031983,0.01919,0.08742,0,0,0.004264,0.025586,0,0.006397,0.057569,0,0,0.488273,0.004264,0.008529,0.002132,0.002132,0.055437,0.004264,0.002132,0.010661,0.029851,0.004264,0.004264,0.002132,0.012793,0.014925,0.014925,0,0.002132,0.031983,0.292111,0.006397,0.004264,0.025586,0.034115,0.017058,0.03838,0.031983,0.046908,0.162047,0.093817,0.021322,0,0.012793,0.159915,0,0.01919,0.006397,0.002132,0.012793,0,0,0.025586,0.095949,0.108742,0,0.029851,0.002132,0.03838,0.162047,0.159915,0.004264,0.010661,0.004264,17.75,3,7,2,1,2,0,5,17,4,7.75,1,16,0,17.75,0,45.75,4,55.5,103.25,45.75,0.498056,0.143619,0.281254,0.10056,0.052942,0.10056,0,0.21845,0.487266,0.182744,0.302279,0.052942,0.472136,0,0.251166,0,0.084527,0.00739,0.10254,0.190762,-0.435285,0.809238,31,1
