@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute query numeric
@attribute urls numeric
@attribute affect numeric
@attribute commas numeric
@attribute dashes numeric
@attribute differentiation numeric
@attribute exclamations numeric
@attribute hear numeric
@attribute i numeric
@attribute other_punctuation numeric
@attribute periods numeric
@attribute personal_concerns numeric
@attribute power numeric
@attribute relativity numeric
@attribute semicolons numeric
@attribute social numeric
@attribute ambifeel_score numeric
@attribute Class {0,1}

@data
172,0.009,0,0.057391,0.063478,0,0.016522,0,0.01913,0.010435,0.012174,0.071304,0.071304,0.076522,0.129565,0,0.150435,0.020916,0
173,0.063,0,0.032639,0.068092,0,0.017164,0.000844,0.020259,0.007316,0.026168,0.069499,0.04305,0.038829,0.172763,0,0.127743,0.014185,0
174,0.003,0,0.058083,0.050339,0.037754,0.027106,0,0.000968,0,0.00484,0.037754,0.060987,0.070668,0.138432,0.002904,0.058083,0.013356,1
175,0.048,0,0.033203,0.0625,0,0.021484,0,0.007813,0.003906,0.052734,0.074219,0.075195,0.049805,0.157227,0,0.066406,0.023338,0
176,0.345,0,0.010101,0.05303,0,0.015152,0,0.020202,0,0.017677,0.05303,0.098485,0.04798,0.108586,0,0.070707,0,0
177,0.029,0,0.031915,0.068389,0,0.015198,0,0.018997,0.019757,0.00228,0.068389,0.083587,0.032675,0.120821,0,0.119301,0.027488,0
178,0.088,0,0.049573,0.068376,0.022222,0.035897,0,0.003419,0.003419,0.005128,0.051282,0.063248,0.02735,0.138462,0,0.035897,0.013016,1
179,0.009,0,0.062827,0.08377,0,0.041885,0,0.020942,0.010471,0.005236,0.052356,0.04712,0.036649,0.13089,0,0.13089,0.025881,0
180,0.165,0,0.018162,0.075855,0,0.017094,0,0.003205,0.004274,0.005342,0.05235,0.048077,0.049145,0.150641,0,0.084402,0.014306,0
181,0.129,0,0.01519,0.068354,0.021519,0.022785,0,0.003797,0,0.005063,0.034177,0.065823,0.056962,0.136709,0.001266,0.06962,0,1
182,0.006,0,0.059574,0.051064,0,0.008511,0,0.004255,0,0.004255,0.034043,0.034043,0.038298,0.131915,0,0.055319,0,0
183,0.002,0,0.04375,0.077083,0.022917,0.022917,0,0,0.0125,0.016667,0.03125,0.0625,0.029167,0.11875,0,0.064583,0.013901,1
184,0.033,0,0.072947,0.04193,0.001723,0.037909,0,0.011488,0.003446,0.001723,0.063756,0.03676,0.021252,0.131534,0.001723,0.152786,0.022307,1
185,0.005,0,0.05587,0.052632,0,0.02753,0,0.017004,0.004049,0.004858,0.059919,0.11417,0.068016,0.120648,0,0.090688,0.012062,0
186,0.015,0,0.032,0.072,0,0.032,0,0.016,0.016,0.008,0.032,0.056,0.072,0.184,0,0.08,0,0
187,0.098,0,0.052326,0.052326,0,0.011628,0,0.005814,0.046512,0.011628,0.052326,0.081395,0.063953,0.075581,0.017442,0.122093,0,1
188,0.026,0,0.042362,0.062901,0.015404,0.017972,0,0.015404,0.005135,0.005135,0.037227,0.046213,0.056483,0.165597,0,0.062901,0.004315,1
189,0.058,0,0.045561,0.044393,0.024533,0.025701,0,0.011682,0.002336,0.009346,0.040888,0.057243,0.021028,0.132009,0,0.043224,0.01969,1
190,0.101,0,0.039007,0.060284,0.007092,0.021277,0,0.010638,0,0.021277,0.031915,0.035461,0.060284,0.138298,0,0.042553,0,1
191,0.108,0,0.032864,0.079812,0,0.028169,0,0.004695,0.023474,0.00939,0.042254,0.084507,0.046948,0.183099,0,0.070423,0.016935,0
192,0.009,0,0.044304,0.058544,0,0.026899,0,0.023734,0.014241,0.004747,0.074367,0.056962,0.093354,0.118671,0,0.156646,0.01724,0
193,0.314,0,0.037736,0.018868,0,0.006289,0,0.012579,0,0.044025,0.050314,0.113208,0.025157,0.138365,0,0.119497,0.080156,1
194,0.063,0,0.025994,0.055046,0,0.007645,0,0.018349,0,0.001529,0.056575,0.030581,0.035168,0.155963,0,0.125382,0,0
195,0.013,0,0.042178,0.082055,0,0.032975,0,0.01227,0.003834,0.004601,0.056748,0.068252,0.02684,0.145706,0,0.092791,0.028015,0
196,0.132,0,0.013468,0.060606,0.003367,0.010101,0,0.020202,0,0.003367,0.040404,0.057239,0.030303,0.191919,0,0.053872,0.011597,1
197,0.088,0.066667,0.044444,0.088889,0.066667,0,0.022222,0,0.044444,0,0.044444,0.066667,0.022222,0.133333,0,0.111111,0.085224,1
198,0.019,0,0.041667,0.068452,0,0.014881,0,0.017857,0.005952,0.002976,0.056548,0.047619,0.089286,0.074405,0,0.127976,0.011883,0
199,0.074,0,0.023474,0.023474,0,0.014085,0,0.004695,0,0.00939,0.056338,0.061033,0.056338,0.169014,0,0.070423,0,0
200,0.005,0,0.022222,0.065359,0.007843,0.030065,0,0.027451,0.002614,0.001307,0.049673,0.082353,0.043137,0.143791,0.001307,0.159477,0.025899,1
201,0.036,0,0.043522,0.079453,0.008097,0.0167,0.000506,0.003036,0.001518,0.015688,0.044534,0.09919,0.047571,0.113866,0,0.072368,0.029635,1
202,0.014,0,0.051109,0.058341,0.01109,0.020251,0,0.007715,0.001446,0.005304,0.057859,0.046287,0.045805,0.143684,0,0.103664,0.015352,1
203,0.011,0,0.051282,0.083671,0,0.025641,0,0.022942,0.026991,0.004049,0.097166,0.048583,0.048583,0.152497,0,0.153846,0.005247,0
204,0.007,0,0.049689,0.055901,0,0.015528,0.009317,0.015528,0.031056,0.009317,0.071429,0.046584,0.015528,0.13354,0,0.142857,0.056374,0
205,0.032,0,0.027128,0.05145,0,0.025257,0,0.017774,0.002806,0.021515,0.057998,0.1029,0.064546,0.122544,0,0.090739,0.016029,0
206,0.033,0,0.039832,0.054507,0,0.030398,0,0.01153,0.006289,0.004193,0.079665,0.050314,0.026205,0.150943,0,0.10587,0.009966,0
207,0.023,0,0.028157,0.037543,0,0.027304,0,0.011092,0.016212,0.003413,0.116894,0.071672,0.093003,0.098976,0,0.124573,0.022242,0
208,0.003,0,0.040293,0.047619,0.014652,0.007326,0,0.007326,0,0.003663,0.062271,0.07326,0.051282,0.227106,0,0.032967,0,1
209,0.001,0,0.03876,0.05814,0.032946,0.007752,0,0.005814,0,0.005814,0.042636,0.050388,0.056202,0.19186,0,0.042636,0.019231,1
210,0.698,0,0.045,0.03,0.01,0.015,0,0.01,0,0.015,0.055,0.035,0.09,0.13,0,0.045,0.017114,1
211,0.036,0,0.054924,0.087121,0,0.022727,0,0.041667,0.007576,0.005682,0.051136,0.068182,0.024621,0.139205,0,0.056818,0.027327,0
212,0.009,0,0.055381,0.053292,0.010449,0.012539,0,0.001045,0,0.010449,0.041797,0.08046,0.043887,0.128527,0,0.065831,0.061474,1
213,0.088,0,0.057377,0.055738,0.001639,0.021311,0.001639,0.003279,0.003279,0,0.045902,0.067213,0.045902,0.132787,0,0.093443,0.029521,1
214,0.007,0,0.085627,0.045872,0,0.007645,0,0.006116,0,0.001529,0.051988,0.123853,0.038226,0.152905,0,0.053517,0.0139,0
215,0.015,0,0.039175,0.045361,0,0.014433,0,0.002062,0,0.026804,0.051546,0.068041,0.065979,0.164948,0,0.057732,0.003467,0
216,0.014,0,0.034398,0.063882,0,0.046683,0,0,0,0.009828,0.041769,0.068796,0.046683,0.093366,0,0.056511,0.025566,0
217,0.238,0,0.050136,0.092141,0,0.017615,0.006775,0.004065,0.025745,0.001355,0.051491,0.025745,0.02439,0.143631,0,0.047425,0.021394,0
218,0.028,0,0.036765,0.02451,0.004902,0.044118,0,0.002451,0.007353,0.012255,0.066176,0.066176,0.044118,0.117647,0,0.078431,0.031505,1
219,0.267,0,0.061224,0.076531,0.005102,0.020408,0,0.010204,0,0.010204,0.040816,0.030612,0.05102,0.153061,0,0.102041,0.003788,1
220,0.039,0,0.015988,0.056686,0,0.020349,0,0.039244,0.001453,0,0.065407,0.078488,0.081395,0.127907,0,0.175872,0.007783,0
221,0.004,0,0.041176,0.039216,0,0.007843,0,0.011765,0.027451,0.001961,0.052941,0.088235,0.072549,0.115686,0,0.080392,0.027111,0
222,0.026,0,0.044693,0.067039,0,0.01676,0,0.005587,0.005587,0.005587,0.061453,0.027933,0.03352,0.145251,0,0.100559,0.036158,0
223,0.017,0,0.054945,0.058608,0.014652,0.003663,0,0.010989,0.025641,0.007326,0.047619,0.051282,0.032967,0.175824,0,0.113553,0,1
224,0.103,0,0.042857,0.057143,0.007143,0.017143,0,0.004286,0,0.011429,0.038571,0.098571,0.035714,0.098571,0,0.048571,0.021305,1
225,0.004,0,0.067633,0.033816,0.019324,0.028986,0,0.009662,0,0.004831,0.057971,0.057971,0.028986,0.140097,0,0.091787,0.134041,1
226,0.014,0,0.068562,0.061037,0,0.020067,0,0.012542,0.000836,0.002508,0.045987,0.120401,0.045987,0.152174,0,0.075251,0.027027,0
227,0.003,0,0.040115,0.060172,0,0.014327,0,0.014327,0.002865,0.011461,0.037249,0.040115,0.028653,0.148997,0,0.13467,0,0
228,0.033,0,0.046709,0.048832,0,0.029724,0,0.002123,0,0.023355,0.053079,0.053079,0.042463,0.116773,0,0.110403,0.00861,0
229,0.069,0,0.034653,0.039604,0,0.009901,0,0.014851,0.014851,0.029703,0.079208,0.064356,0.039604,0.133663,0,0.108911,0.055644,0
230,0.046,0,0.047619,0.053221,0,0.008403,0,0.014006,0.036415,0.011204,0.047619,0.064426,0.022409,0.117647,0,0.120448,0.051656,0
231,0.002,0,0.019608,0.029412,0.015686,0.003922,0,0.001961,0.001961,0.003922,0.064706,0.072549,0.04902,0.098039,0,0.076471,0.042975,1
232,0.042,0,0.041926,0.046512,0,0.037668,0,0.001638,0.000655,0.009171,0.083524,0.029807,0.07075,0.140518,0,0.078611,0.00816,0
233,0.03,0,0.07874,0.03937,0.023622,0.015748,0,0.007874,0,0,0.047244,0.062992,0.023622,0.141732,0,0.094488,0.091003,1
234,0.068,0,0.037885,0.06696,0,0.03348,0.000881,0.018502,0.007048,0.001762,0.051101,0.047577,0.018502,0.13304,0,0.143612,0.035384,0
235,0.006,0,0,0.056338,0.021127,0,0,0.028169,0,0,0.042254,0.077465,0.049296,0.246479,0,0.126761,0,1
236,0.032,0,0.023166,0.030888,0.003861,0.003861,0.003861,0.011583,0,0.003861,0.030888,0.065637,0.027027,0.216216,0,0.03861,0.040501,1
237,0.098,0,0.064516,0.096774,0,0,0,0,0,0.032258,0,0.064516,0,0.193548,0,0.032258,0.184211,1
238,0.013,0,0.2,0,0,0,0,0,0,0,0.2,0.05,0.05,0.05,0,0,0,1
239,0.057,0,0.028269,0.081272,0,0.035336,0,0.028269,0.045936,0.007067,0.031802,0.031802,0.014134,0.151943,0,0.120141,0.013158,0
240,0.089,0,0.026869,0.060748,0,0.036215,0,0,0.009346,0.009346,0.05257,0.060748,0.009346,0.171729,0,0.059579,0.008358,0
241,0.301,0,0.047541,0.070492,0.004918,0.02623,0,0.018033,0.003279,0.018033,0.039344,0.052459,0.040984,0.134426,0,0.101639,0.019868,1
242,0.033,0,0.040134,0.047938,0,0.022297,0,0.005574,0.003344,0.061315,0.083612,0.039019,0.037904,0.144928,0,0.086957,0.021609,0
243,0.036,0,0.02965,0.072776,0,0.043127,0,0.005391,0.010782,0.010782,0.061995,0.043127,0.018868,0.204852,0,0.107817,0,0
244,0.039,0,0.050837,0.059516,0,0.015499,0.0062,0.009299,0.011779,0.035958,0.053317,0.054557,0.043397,0.153131,0,0.098574,0.033928,0
245,0.098,0,0.025463,0.039352,0.016204,0.025463,0.002315,0.013889,0.016204,0.013889,0.048611,0.055556,0.027778,0.138889,0,0.12963,0.019773,1
246,0.173,0,0.046512,0.042934,0.011628,0.012522,0,0.000894,0,0.013417,0.044723,0.059928,0.038462,0.109123,0,0.059034,0.045883,1
247,0.07,0,0.046189,0.04388,0.009238,0.023095,0,0.004619,0.020785,0,0.048499,0.066975,0.030023,0.170901,0,0.096998,0.046667,1
248,0.012,0,0.01955,0.065448,0,0.029749,0,0.004675,0.0034,0.004675,0.061623,0.039524,0.023799,0.161921,0,0.031024,0.05167,0
249,0.005,0,0.04034,0.057325,0,0.016985,0,0.014862,0.010616,0,0.07431,0.076433,0.084926,0.165605,0,0.146497,0.009791,0
250,0.035,0,0.048101,0.056962,0,0.01519,0,0.017722,0.003797,0.011392,0.056962,0.094937,0.050633,0.158228,0,0.079747,0.007703,0
251,0.061,0,0.069231,0.123077,0,0.023077,0,0.015385,0,0.007692,0.053846,0.030769,0.053846,0.153846,0,0.069231,0,0
252,0.014,0,0.031888,0.06824,0.004464,0.022321,0,0.005102,0.002551,0.014031,0.054209,0.069515,0.055485,0.11926,0.000638,0.063776,0.034856,1
253,0.015,0,0.055556,0.034722,0,0.020833,0.013889,0.006944,0,0,0.027778,0.027778,0.020833,0.104167,0,0.090278,0,1
254,0.005,0,0.03912,0.01956,0,0.007335,0,0.002445,0.007335,0.007335,0.041565,0.08313,0.05868,0.161369,0.00489,0.085575,0.044438,1
255,0.066,0,0.019544,0.078176,0,0.022801,0,0,0,0.019544,0.039088,0.110749,0.026059,0.188925,0,0.087948,0.026866,0
256,0.017,0,0.081132,0.062264,0,0.017925,0,0.011321,0.00283,0.003774,0.080189,0.048113,0.040566,0.123585,0,0.10283,0.017385,0
257,0.026,0,0.077599,0.035139,0,0.029283,0.002928,0.002928,0.021962,0.014641,0.071742,0.093704,0.048316,0.124451,0,0.18448,0.016416,0
258,0.015,0,0.051163,0.055814,0.004651,0.013953,0,0,0,0.013953,0.051163,0.083721,0.009302,0.060465,0,0.097674,0.032724,1
259,0.051,0,0.046595,0.088411,0,0.008363,0.001195,0.020311,0.003584,0.009558,0.062127,0.054958,0.054958,0.145759,0,0.125448,0.00808,0
260,0.151,0,0.057927,0.033537,0.006098,0.018293,0,0.006098,0.015244,0.006098,0.039634,0.042683,0.021341,0.140244,0,0.04878,0.011433,1
261,0.041,0,0.041885,0.052356,0,0.022688,0,0.00349,0.001745,0.00349,0.034904,0.097731,0.062827,0.120419,0,0.118674,0.021032,0
262,0.004,0,0.03139,0.03139,0.017937,0.022422,0,0,0.004484,0.026906,0.044843,0.071749,0.026906,0.156951,0,0.076233,0,1
263,0.013,0,0.090909,0.072727,0,0.031818,0,0.036364,0.013636,0.009091,0.081818,0.081818,0.013636,0.168182,0,0.2,0.041522,0
264,0.014,0,0.033898,0.050077,0,0.01772,0,0.008475,0,0.005393,0.075501,0.072419,0.083205,0.128659,0,0.145609,0.020679,0
265,0.111,0,0.025194,0.060078,0,0.046512,0,0.001938,0,0.034884,0.067829,0.077519,0.050388,0.125969,0,0.063953,0.001662,0
266,0.044,0,0.013793,0.048276,0.013793,0.006897,0,0.013793,0,0.013793,0.041379,0.034483,0.006897,0.158621,0,0.041379,0.013245,1
267,0.039,0,0.037736,0.100629,0.004193,0.010482,0,0.004193,0.020964,0.004193,0.052411,0.056604,0.014675,0.159329,0,0.119497,0.022518,1
268,0.011,0,0.052493,0.058399,0,0.028215,0,0.022966,0.005249,0.001312,0.072178,0.040026,0.074147,0.136483,0,0.160761,0.026013,0
269,0.243,0,0.096774,0.032258,0,0,0,0,0.032258,0.064516,0,0.096774,0.032258,0.064516,0,0.129032,0.116448,1
270,0.02,0.002389,0.0454,0.039427,0.005974,0.023895,0.001195,0.013142,0.013142,0.003584,0.052569,0.077658,0.063321,0.087216,0,0.0908,0.022376,1
271,0.125,0,0.085714,0.057143,0,0.028571,0,0.028571,0,0.028571,0.028571,0.028571,0.114286,0.142857,0,0.114286,0.0625,1
272,0.003,0,0.019231,0.0625,0,0.043269,0,0.038462,0.014423,0.004808,0.0625,0.072115,0.0625,0.086538,0,0.197115,0,0
273,0.026,0,0.020253,0.070886,0.012658,0.032911,0,0.007595,0,0.017722,0.040506,0.103797,0.035443,0.111392,0,0.058228,0.012909,1
274,0.079,0,0.026498,0.03341,0.003456,0.028802,0.003456,0.021889,0.020737,0.012673,0.044931,0.048387,0.026498,0.142857,0,0.12212,0.008269,1
275,0.024,0,0.166667,0.055556,0,0,0.166667,0,0,0,0,0.111111,0.111111,0.111111,0,0.166667,0,1
276,0.008,0,0.060091,0.04195,0.011338,0.020408,0,0.007937,0,0.012472,0.056689,0.090703,0.094104,0.119048,0.001134,0.075964,0.018838,1
277,0.006,0,0.047619,0.035714,0.011905,0.02381,0.035714,0.02381,0.035714,0,0.011905,0.142857,0.047619,0.047619,0,0.095238,0.056319,1
278,0.02,0,0.04721,0.064378,0,0.008584,0,0.021459,0.017167,0.004292,0.04721,0.04721,0.025751,0.133047,0,0.133047,0,0
279,0.048,0,0.059524,0.064935,0,0.00974,0.002165,0.011905,0.07684,0.014069,0.08658,0.037879,0.016234,0.148268,0,0.112554,0.03054,0
280,0.006,0,0.034211,0.060526,0,0.010526,0,0.007895,0,0.002632,0.071053,0.115789,0.097368,0.107895,0,0.105263,0.018462,0
281,0.003,0,0.017143,0.062857,0,0,0,0.002857,0.005714,0,0.042857,0.031429,0.017143,0.014286,0,0.014286,0.013895,1
282,0.326,0,0.027875,0.034843,0.010453,0.013937,0.010453,0,0,0.010453,0.059233,0.111498,0.101045,0.097561,0.003484,0.094077,0.003059,1
283,0.235,0,0,0.041667,0.041667,0.041667,0.125,0.020833,0,0,0,0.041667,0.0625,0.083333,0,0.166667,0.067629,1
284,0.05,0,0.043057,0.079656,0,0.029064,0,0.007535,0.026911,0,0.054898,0.066738,0.010764,0.155005,0,0.094726,0.033974,0
285,0.006,0,0.048309,0.05314,0.004831,0.014493,0,0.004831,0,0,0.038647,0.048309,0.048309,0.183575,0,0.10628,0.044406,1
286,0.083,0,0.042631,0.046866,0.005929,0.024562,0.001129,0.00367,0.008187,0.005929,0.055618,0.082157,0.053642,0.112648,0.000282,0.087804,0.017404,1
287,0.086,0,0.042403,0.053004,0,0.045936,0,0.010601,0,0.017668,0.091873,0.067138,0.038869,0.130742,0,0.173145,0.044785,0
288,0.146,0,0.029952,0.056039,0.017391,0.021256,0,0.004831,0.001932,0.009662,0.042512,0.096618,0.048309,0.12657,0,0.079227,0.01114,1
289,0.007,0,0.076223,0.05802,0,0.011377,0,0.012514,0.004551,0.001138,0.081911,0.093288,0.088737,0.124005,0,0.139932,0.026439,0
290,0.063,0.015873,0.015873,0.015873,0,0.015873,0,0,0,0,0.063492,0.047619,0.047619,0.063492,0,0.095238,0.027027,1
291,0.084,0.000525,0.061942,0.034121,0.00315,0.014698,0,0.00315,0.0021,0.0021,0.047244,0.058793,0.043045,0.109711,0,0.108661,0.022049,1
292,0.008,0.004032,0.038306,0.0625,0.004032,0.014113,0.002016,0.002016,0.008065,0.016129,0.048387,0.048387,0.03629,0.155242,0,0.082661,0.06418,1
293,0.069,0,0.052023,0.037572,0,0.028902,0,0.00289,0,0.008671,0.072254,0.095376,0.075145,0.086705,0,0.072254,0.00805,0
294,0.229,0,0.087719,0.005848,0.017544,0.017544,0.017544,0,0.011696,0.040936,0.046784,0.052632,0.005848,0.111111,0,0.081871,0.085222,1
295,0.139,0,0.181818,0,0,0,0,0,0,0,0,0.090909,0,0,0,0.090909,0,1
296,0.002,0,0.050114,0.047836,0,0.020501,0,0.013667,0,0.004556,0.047836,0.102506,0.036446,0.129841,0,0.082005,0,0
297,0.042,0,0.043741,0.072398,0.006033,0.025641,0,0.004525,0.001508,0.003017,0.039216,0.054299,0.016591,0.129713,0,0.096531,0.005907,1
298,0.005,0,0.042745,0.038245,0.013873,0.026247,0,0.001875,0.001875,0.010124,0.019873,0.044619,0.047619,0.159355,0,0.030371,0.010947,1
299,0.012,0,0.021127,0.021127,0.021127,0,0.007042,0.007042,0,0.091549,0.042254,0.070423,0.021127,0.140845,0,0.070423,0,1
300,0.009,0,0.07,0.05,0,0,0,0.02,0,0,0.03,0.065,0.055,0.135,0,0.11,0.014599,1
301,0.058,0,0.039409,0.034483,0.024631,0.034483,0,0.014778,0.019704,0,0.039409,0.068966,0.034483,0.059113,0,0.142857,0.004036,1
302,0.064,0,0.022472,0.048689,0,0.029963,0,0.007491,0.018727,0.011236,0.044944,0.131086,0.059925,0.101124,0,0.067416,0.024838,0
303,0.362,0,0.048232,0.025723,0.025723,0.016077,0.006431,0.003215,0,0,0.051447,0.073955,0.022508,0.106109,0,0.11254,0.011119,1
304,0.024,0,0.052632,0.035088,0,0,0.035088,0,0.017544,0.052632,0.035088,0.052632,0.017544,0.192982,0,0.035088,0,1
305,0.012,0,0.031001,0.039858,0.007086,0.045173,0,0.005314,0.002657,0,0.104517,0.077945,0.04783,0.091231,0,0.144376,0.039296,1
306,0.012,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
307,0.154,0,0.05154,0.045024,0.005332,0.017773,0,0.002962,0.005924,0.013626,0.043246,0.042654,0.05154,0.13981,0,0.064573,0.007355,1
308,0.049,0,0.059263,0.040597,0.008399,0.036864,0,0.003266,0,0.0014,0.039664,0.050863,0.049463,0.108726,0,0.106393,0.017499,1
309,0.049,0,0.036658,0.052003,0,0.023018,0,0.007673,0,0.002558,0.058824,0.111679,0.082694,0.13896,0,0.054561,0.032806,0
310,0.084,0,0.057395,0.058499,0,0.037528,0.001104,0.009934,0.013245,0.004415,0.059603,0.073951,0.02649,0.101545,0,0.089404,0.038256,0
311,0.009,0,0.03876,0.04845,0,0.01938,0,0.005814,0,0.007752,0.052326,0.100775,0.032946,0.131783,0,0.063953,0.003078,0
312,0.06,0,0.018182,0.030303,0.012121,0.006061,0,0.006061,0.006061,0.006061,0.024242,0.066667,0.030303,0.060606,0,0.145455,0.016484,1
313,0.025,0,0.057484,0.063991,0,0.020607,0,0,0.005423,0.002169,0.043384,0.050976,0.055315,0.191974,0,0.059653,0.007821,0
314,0.062,0,0.024,0.067636,0,0.014545,0,0.010182,0.008727,0.006545,0.060364,0.029818,0.032,0.218909,0,0.072,0.019778,0
315,0.014,0,0.058282,0.070552,0,0.021472,0.003067,0.027607,0.030675,0.01227,0.046012,0.058282,0.015337,0.174847,0,0.104294,0.029132,0
316,0.244,0,0.021526,0.043053,0,0.023483,0,0.001957,0.001957,0.029354,0.060665,0.101761,0.037182,0.1409,0,0.02544,0.005085,0
317,0.02,0,0.052117,0.057003,0.008143,0.029316,0,0.004886,0,0.008143,0.043974,0.07329,0.043974,0.120521,0,0.084691,0.001353,1
318,0.043,0,0.032068,0.058228,0,0.01519,0.003376,0.017722,0.000844,0.003376,0.075949,0.059916,0.073418,0.196624,0,0.077637,0.010253,0
319,0.02,0,0.043333,0.053333,0.003333,0.023333,0,0.01,0.016667,0.01,0.053333,0.066667,0.05,0.083333,0,0.136667,0.025572,1
320,0.052,0,0.027054,0.063126,0,0.012024,0,0.011022,0.002004,0.037074,0.067134,0.058116,0.031062,0.197395,0,0.057114,0.014878,0
321,0.023,0,0,0.142857,0,0.02521,0,0.05042,0.042017,0.02521,0.042017,0.02521,0.008403,0.109244,0,0.12605,0,0
322,0.003,0,0.061448,0.057607,0.004136,0.036337,0,0.005908,0.009158,0.002954,0.044018,0.046972,0.038109,0.146824,0,0.084195,0.033296,1
323,0.008,0,0.024664,0.05157,0,0.022422,0,0.015695,0.002242,0.017937,0.044843,0.089686,0.035874,0.132287,0,0.087444,0.021011,0
324,0.03,0,0.049676,0.062635,0.010799,0.032397,0,0.006479,0,0.021598,0.038877,0.056156,0.043197,0.183585,0.00216,0.053996,0.023086,1
325,0.013,0,0.059067,0.066321,0,0.01658,0,0.002073,0.002073,0.025907,0.040415,0.06114,0.051813,0.115026,0,0.078756,0.025192,0
326,0.013,0,0.02763,0.070138,0,0.022317,0,0.019129,0.003188,0.006376,0.076514,0.083953,0.042508,0.134963,0,0.126461,0.030668,0
327,0.39,0,0.034586,0.057143,0.006015,0.015038,0,0,0,0.010526,0.031579,0.039098,0.034586,0.17594,0,0.031579,0.035923,1
328,0.002,0,0.04557,0.058228,0.005063,0.005063,0.005063,0.012658,0.005063,0.002532,0.032911,0.050633,0.022785,0.131646,0,0.111392,0.030789,1
329,0.38,0,0.027027,0,0.081081,0,0,0,0,0.216216,0.108108,0.081081,0.027027,0.081081,0,0.054054,0,1
330,0.018,0,0.055556,0.041667,0.00463,0.023148,0.018519,0.00463,0,0.009259,0.078704,0.018519,0.074074,0.087963,0,0.087963,0.027627,1
331,0.005,0,0.056818,0.022727,0.045455,0.022727,0.034091,0,0,0,0.045455,0.113636,0.034091,0.159091,0,0.056818,0,1
332,0.037,0,0.036862,0.070888,0,0.023629,0,0.012287,0.005671,0.003781,0.053875,0.046314,0.045369,0.137996,0,0.142722,0.027644,0
333,0.011,0,0.04878,0.065041,0,0.03252,0,0,0,0,0.04065,0.04878,0.04878,0.121951,0,0.081301,0.030488,1
334,0.009,0,0.045045,0.054054,0,0.018018,0,0.004505,0,0,0.031532,0.031532,0.09009,0.13964,0,0.085586,0.018674,1
335,0.108,0,0.053356,0.041882,0.014917,0.03385,0.001147,0.00459,0.006311,0.000574,0.041882,0.037292,0.04934,0.111302,0,0.079748,0.039752,1
336,0.069,0,0.026087,0.064348,0,0.015652,0,0.003478,0,0.01913,0.052174,0.08,0.043478,0.16,0,0.12,0.02238,0
337,0.021,0,0.046647,0.049563,0.011662,0.037901,0,0.002915,0,0.002915,0.043732,0.034985,0.017493,0.099125,0.002915,0.116618,0.021327,1
338,0.017,0,0.045226,0.045226,0.035176,0.015075,0,0.025126,0,0,0.030151,0.030151,0.040201,0.165829,0,0.18593,0,1
339,0.159,0,0.016287,0.035831,0.006515,0.022801,0.013029,0.006515,0.003257,0.019544,0.032573,0.04886,0.039088,0.14658,0,0.061889,0.007177,1
340,0.015,0,0.017354,0.065076,0,0,0,0,0.009761,0.022777,0.034707,0.053145,0.011931,0.039046,0.001085,0.004338,0,1
341,0.04,0,0.046757,0.086727,0,0.023379,0,0.016591,0.00905,0.008296,0.053544,0.10181,0.043741,0.157617,0,0.138763,0.01572,0
342,0.042,0,0.089286,0.046429,0,0.017857,0,0.010714,0,0.003571,0.046429,0.039286,0.057143,0.114286,0,0.057143,0,0
343,0.028,0,0.01759,0.047493,0.01847,0.028144,0,0.009675,0.002639,0.004398,0.031662,0.095866,0.033421,0.145998,0.002639,0.073879,0.009647,1
344,0.049,0,0.052342,0.023416,0.00551,0.024793,0,0,0.009642,0.011019,0.044077,0.085399,0.068871,0.100551,0.002755,0.075758,0.02505,1
345,0.007,0,0.056166,0.045177,0.009768,0.014652,0.002442,0.006105,0.001221,0.008547,0.054945,0.078144,0.051282,0.153846,0,0.092796,0.01661,1
346,0.024,0,0.04818,0.062099,0,0.022484,0,0.019272,0,0.001071,0.047109,0.063169,0.073876,0.188437,0,0.117773,0.015682,0
347,0.044,0,0.016194,0.074899,0,0.018219,0,0.022267,0,0.002024,0.052632,0.05668,0.040486,0.210526,0,0.050607,0,0
348,0.014,0,0.029126,0.031553,0.026699,0.004854,0,0.004854,0,0.007282,0.038835,0.031553,0.058252,0.208738,0,0.019417,0,1
349,0.034,0,0.014493,0.018116,0,0.028986,0,0.007246,0.01087,0.003623,0.032609,0.072464,0.054348,0.112319,0,0.123188,0,0
350,0.012,0,0.028474,0.06492,0,0.020501,0,0.022779,0.003417,0.003417,0.063781,0.06492,0.050114,0.137813,0,0.144647,0.007277,0
351,0.051,0,0.059937,0.063091,0,0.022082,0,0.025237,0.003155,0.025237,0.050473,0.059937,0.044164,0.097792,0,0.160883,0.026019,0
352,0.043,0,0.043605,0.046512,0.014535,0.008721,0.002907,0.007267,0.002907,0.018895,0.03343,0.090116,0.068314,0.135174,0.001453,0.0625,0.018275,1
353,0.11,0,0.049541,0.062385,0.021101,0.02844,0,0.002752,0.001835,0.015596,0.03578,0.038532,0.022018,0.114679,0,0.037615,0.021857,1
354,0.005,0,0.07362,0.067485,0,0.006135,0,0.006135,0.03681,0.006135,0.079755,0.042945,0.03681,0.116564,0,0.055215,0,0
